iteration LSE_center_100000_gamma_time LSE_center_100000_gamma_objective LSE_center_100000_gamma_hpwl LSE_center_100000_gamma_euclidean_norm WA_center_100000_gamma_time WA_center_100000_gamma_objective WA_center_100000_gamma_hpwl WA_center_100000_gamma_euclidean_norm LSE_center_1000_gamma_time LSE_center_1000_gamma_objective LSE_center_1000_gamma_hpwl LSE_center_1000_gamma_euclidean_norm WA_center_1000_gamma_time WA_center_1000_gamma_objective WA_center_1000_gamma_hpwl WA_center_1000_gamma_euclidean_norm
446 8254.5 178.90837 5.41616 0.006466045 8940 3.37389 5.07215 0.0091946925 8069 6.46016 4.97716 0.0378225075 9668.4 4.87631 5.0504 0.04284754
447 8272.4 178.90744 5.41847 0.006457585 8959.4 3.37244 5.07262 0.009162459999999999 8086.5 6.45952 4.97652 0.03777198 9689 4.87579 5.04987 0.0427969375
448 8289.6 178.9065 5.42077 0.0064487675 8978.2 3.371 5.07307 0.00913039 8104.2 6.45888 4.97588 0.037716515 9709 4.87526 5.04933 0.04275763
449 8307.2 178.90556 5.42308 0.0064395225 8997.6 3.36958 5.07354 0.00909863 8121.9 6.45823 4.97524 0.03765568 9729.2 4.87473 5.0488 0.04273011
450 8324.8 178.90463 5.42539 0.006429775 9017 3.36815 5.07401 0.00906733 8139.3 6.45759 4.97459 0.03758931 9749.4 4.87421 5.04826 0.04271147
451 8341.9 178.90369 5.42769 0.006419444999999999 9036 3.36673 5.0745 0.009036642499999999 8157.1 6.45694 4.97396 0.03751816 9769.6 4.87368 5.04773 0.0426985425
452 8359.8 178.90275 5.43 0.0064084599999999995 9055.6 3.36532 5.07497 0.00900671 8174.7 6.45631 4.97332 0.03744427 9790 4.87315 5.04719 0.0426891825
453 8377.3 178.90182 5.4323 0.0063967425 9074.8 3.36393 5.07546 0.008977665 8192 6.45566 4.97267 0.0373704475 9810 4.87261 5.04666 0.042682340000000006
454 8395.2 178.90088 5.43461 0.0063842249999999994 9094.2 3.36253 5.07595 0.008949642499999999 8209.9 6.45502 4.97203 0.03729945 9830.6 4.87208 5.04612 0.04267745
455 8412.7 178.89995 5.43693 0.0063708325 9113.4 3.36115 5.07644 0.00892276 8227.3 6.45438 4.97138 0.037233335 9850.4 4.87155 5.04559 0.0426733075
456 8430.4 178.89902 5.43923 0.006356505 9132.4 3.35978 5.07694 0.008897117500000001 8244.7 6.45374 4.97074 0.037173344999999997 9871 4.87102 5.04505 0.042667727499999995
457 8447.9 178.89808 5.44154 0.0063411825000000005 9152 3.35842 5.07745 0.0088728025 8262.4 6.45311 4.9701 0.037120190000000004 9890.8 4.87049 5.04451 0.0426583725
458 8465.3 178.89715 5.44384 0.0063248025 9170.8 3.35706 5.07794 0.0088498775 8279.8 6.45247 4.96946 0.037073867499999996 9911.4 4.86996 5.04398 0.04264315
459 8483 178.89621 5.44615 0.0063073224999999995 9190.4 3.35573 5.07846 0.008828385000000001 8297.6 6.45183 4.96882 0.037033304999999996 9931.8 4.86942 5.04344 0.0426197225
460 8500.3 178.89527 5.44844 0.0062887 9209.4 3.3544 5.07898 0.0088083425 8315.1 6.4512 4.9682 0.03699667 9952.6 4.86889 5.0429 0.042586217499999995
461 8517.8 178.89434 5.45075 0.0062688975 9228.8 3.35308 5.07951 0.00878974 8332.5 6.45057 4.96757 0.0369622125 9973.2 4.86836 5.04237 0.0425432875
462 8535.3 178.8934 5.45304 0.00624789 9248 3.35177 5.08005 0.008772539999999999 8350.2 6.44993 4.96694 0.0369282325 9993.8 4.86782 5.04182 0.0424951025
463 8552.6 178.89247 5.45533 0.00622566 9266.8 3.35048 5.08061 0.0087566775 8367.7 6.44931 4.9663 0.0368925175 10014.3 4.86728 5.04129 0.0424474325
464 8570.3 178.89153 5.45762 0.006202195 9286.6 3.34919 5.08118 0.008742055 8385.1 6.44867 4.96567 0.0368524525 10035.2 4.86675 5.04074 0.0424039
465 8587.3 178.8906 5.4599 0.0061775025 9305.4 3.34792 5.08175 0.0087285625 8402.7 6.44804 4.96504 0.036805947500000005 10055.4 4.86621 5.0402 0.042363585
466 8605.1 178.88966 5.46218 0.0061468125 9325 3.34666 5.08234 0.0087160475 8420.1 6.44742 4.96442 0.036752137500000004 10075.8 4.86567 5.03966 0.04232168
467 8622.5 178.88873 5.46448 0.006111595 9344 3.34541 5.08294 0.0087043425 8437.7 6.44679 4.96379 0.0366915475 10096 4.86513 5.03911 0.0422721625
468 8639.9 178.8878 5.46675 0.00607594 9363.2 3.34417 5.08355 0.008693250000000001 8455.4 6.44616 4.96315 0.0366257325 10116.4 4.8646 5.03857 0.0422109975
469 8657.7 178.88685 5.46904 0.006040009999999999 9382.6 3.34295 5.08417 0.008682565 8472.6 6.44553 4.96252 0.0365566775 10136.6 4.86405 5.03803 0.04213865
470 8675 178.88592 5.47132 0.00600397 9401.6 3.34173 5.0848 0.008672055 8490.4 6.44491 4.96189 0.0364860325 10157.2 4.86352 5.03748 0.042060582500000006
471 8692.7 178.885 5.47359 0.0059679799999999995 9421.4 3.34053 5.08546 0.00866147 8508 6.44428 4.96127 0.036414342499999995 10177.2 4.86298 5.03694 0.041984885
472 8710.2 178.88406 5.47587 0.0059321825 9440.4 3.33933 5.08612 0.0086505525 8525.4 6.44365 4.96064 0.036341065 10197.4 4.86244 5.0364 0.041917255
473 8727.8 178.88313 5.47816 0.005896717500000001 9459.6 3.33815 5.08678 0.008639032500000001 8543.1 6.44302 4.96001 0.03626525 10217.8 4.8619 5.03586 0.04185678
474 8745.6 178.88221 5.48043 0.005861705 9479 3.33697 5.08744 0.0086266325 8560.4 6.44241 4.95938 0.0361861625 10237.8 4.86135 5.03531 0.0417966975
475 8763 178.88129 5.48271 0.0058272425 9498 3.33581 5.08812 0.008613072499999999 8577.9 6.44178 4.95876 0.0361036375 10258.6 4.86082 5.03477 0.0417298475
476 8780.9 178.88037 5.48498 0.00579341 9517.6 3.33467 5.08879 0.008598075 8595.7 6.44116 4.95814 0.0360183125 10278.6 4.86027 5.03424 0.041653619999999995
477 8798.4 178.87945 5.48724 0.005760262499999999 9536.6 3.33353 5.08949 0.008581374999999999 8613.1 6.44054 4.95751 0.035931685000000005 10299.2 4.85973 5.03369 0.041570762500000004
478 8816.1 178.87853 5.48952 0.0057278425 9556 3.3324 5.0902 0.008562727499999999 8630.7 6.43992 4.95689 0.035845785 10319.9 4.85919 5.03315 0.0414873575
479 8833.7 178.87762 5.49178 0.0056961625 9575.2 3.33128 5.09094 0.008541905 8648.6 6.4393 4.95628 0.03576231 10340.6 4.85865 5.03261 0.0414106125
480 8851.1 178.87672 5.49406 0.0056558525 9594 3.33017 5.09168 0.008518725 8665.9 6.43869 4.95566 0.0356816475 10360.8 4.8581 5.03206 0.041345675
481 8868.9 178.87581 5.49634 0.0056123825 9613.4 3.32909 5.09242 0.00849304 8683.7 6.43807 4.95504 0.035603085 10381.6 4.85757 5.03152 0.04129228
482 8886.8 178.87491 5.49861 0.0055702625 9632.2 3.328 5.09318 0.008464767500000001 8701 6.43747 4.95442 0.03552627 10401.6 4.85702 5.03098 0.04124668
483 8904.9 178.874 5.50086 0.00552972 9651.6 3.32692 5.09393 0.0084338725 8718.5 6.43685 4.95382 0.03545222 10422.4 4.85649 5.03044 0.041207695
484 8922.8 178.8731 5.50313 0.00549095 9670.6 3.32586 5.0947 0.00840039 8736.3 6.43624 4.9532 0.0353825775 10442.4 4.85594 5.0299 0.0411782375
485 8940.9 178.87221 5.50539 0.0054541075 9689.6 3.3248 5.09546 0.008364420000000001 8753.9 6.43564 4.95259 0.035317812500000004 10463.2 4.8554 5.02935 0.0411608325
486 8958.9 178.87131 5.50764 0.00541937 9709.2 3.32377 5.09623 0.0083261375 8771.7 6.43503 4.95199 0.0352565175 10483.4 4.85486 5.02882 0.041155245
487 8976.5 178.87044 5.5099 0.00538616 9728.2 3.32274 5.09699 0.0082857775 8789.4 6.43443 4.95138 0.03519647 10504 4.85432 5.02827 0.0411615725
488 8994.4 178.86956 5.51219 0.0053534775 9747.8 3.32172 5.09776 0.0082436475 8807 6.43382 4.95077 0.035136005 10524 4.85378 5.02773 0.041180852500000004
489 9011.8 178.86868 5.51447 0.0053214025 9766.8 3.32072 5.09852 0.008200095 8824.9 6.43322 4.95017 0.0350745525 10544.6 4.85324 5.02718 0.04120952
490 9029.2 178.86781 5.51676 0.0052900025 9786.4 3.31972 5.09929 0.0081555225 8842.7 6.43261 4.94956 0.035012435 10564.8 4.85269 5.02664 0.04123758
491 9045.6 178.86694 5.51903 0.0052593449999999995 9805.6 3.31874 5.10006 0.00811036 8860.3 6.43202 4.94895 0.034950035 10585.2 4.85216 5.02611 0.041256285
492 9062.6 178.86608 5.52131 0.005229502499999999 9824.8 3.31777 5.10085 0.0080650525 8878.2 6.43141 4.94835 0.034887012499999995 10605.2 4.85161 5.02556 0.041266170000000005
493 9079.2 178.86522 5.52359 0.0052005275 9844.4 3.31681 5.10166 0.008020055 8895.6 6.43082 4.94774 0.0348226925 10625.6 4.85107 5.02502 0.041275475
494 9095.6 178.86436 5.52586 0.005172475 9863.4 3.31586 5.10246 0.0079758025 8913.5 6.43023 4.94715 0.034757199999999995 10645.8 4.85052 5.02446 0.0412913975
495 9113.1 178.86351 5.52814 0.005145395 9883 3.31493 5.1033 0.007932695 8931.3 6.42963 4.94656 0.034692065 10666 4.84998 5.02392 0.0413142175
496 9130.8 178.86267 5.5304 0.0051193275 9902 3.31401 5.10414 0.00789109 8948.8 6.42904 4.94595 0.0346296475 10686.2 4.84944 5.02337 0.041337584999999996
497 9148 178.86182 5.53267 0.005094315 9921 3.3131 5.105 0.0078512775 8966.8 6.42845 4.94536 0.034571779999999996 10706.4 4.84889 5.02283 0.04135109
498 9164.4 178.86099 5.53493 0.0050703925 9940.8 3.3122 5.10586 0.0078134725 8984.3 6.42785 4.94476 0.0345189625 10726.8 4.84835 5.02228 0.0413453375
499 9181.4 178.86015 5.53719 0.0050475775 9959.8 3.31131 5.10675 0.0077778 9001.9 6.42727 4.94417 0.0344708225 10746.8 4.8478 5.02173 0.0413192475
500 9197.8 178.85933 5.53946 0.0050258975 9979.2 3.31045 5.10765 0.0077442875000000005 9019.7 6.42668 4.94358 0.0344272075 10767.6 4.84725 5.02118 0.04128206
501 9214.4 178.85851 5.54171 0.005005365 9998.2 3.30958 5.10857 0.00771286 9037.1 6.4261 4.94299 0.03438857 10787.6 4.8467 5.02064 0.0412474875
502 9231.2 178.85769 5.54397 0.0049859875000000005 10017.2 3.30873 5.1095 0.007683345 9054.7 6.42552 4.94241 0.0343552975 10808 4.84616 5.02008 0.041227705
503 9247.6 178.85688 5.54623 0.004967772499999999 10036.6 3.30789 5.11045 0.00765547 9072.3 6.42493 4.94182 0.034326785 10828 4.84561 5.01953 0.0412312175
504 9264.8 178.85607 5.54847 0.00495071 10055.4 3.30706 5.11142 0.0076288725 9089.8 6.42435 4.94124 0.0343015275 10848.7 4.84507 5.01898 0.041258974999999996
505 9282.7 178.85526 5.55073 0.0049347975 10075 3.30624 5.1124 0.007603115 9107.5 6.42378 4.94065 0.034278055 10868.8 4.84451 5.01844 0.0413006825
506 9300.5 178.85446 5.55298 0.0049200175 10093.8 3.30543 5.11341 0.007577695000000001 9125 6.4232 4.94008 0.0342556425 10889.4 4.84397 5.01789 0.0413408025
507 9317.8 178.85368 5.55523 0.0049063525 10113.2 3.30463 5.11443 0.0075520675 9142.6 6.42263 4.9395 0.03423476 10909.4 4.84343 5.01735 0.0413705725
508 9334.8 178.85288 5.55747 0.0048937725 10132.2 3.30384 5.11546 0.00752566 9160.4 6.42206 4.93892 0.0342168325 10930 4.84288 5.01681 0.04139233
509 9352.2 178.8521 5.55971 0.0048822475 10151 3.30304 5.11651 0.0074978975 9177.6 6.42149 4.93834 0.0342030575 10950 4.84234 5.01626 0.041413952500000004
510 9369.8 178.85132 5.56196 0.0048717375 10170.4 3.30227 5.11758 0.007468205 9195.3 6.42092 4.93777 0.034193732500000004 10970.8 4.84179 5.01572 0.041443669999999995
511 9386.8 178.85054 5.5642 0.0048622025 10189.4 3.3015 5.11865 0.0074360425 9212.9 6.42035 4.93719 0.034188785000000006 10990.8 4.84125 5.01517 0.041487699999999995
512 9404 178.84977 5.56643 0.0048535925 10208.8 3.30073 5.11971 0.007400905 9230.3 6.41979 4.93662 0.0341886125 11011.4 4.84071 5.01463 0.0415450625
513 9421.1 178.84901 5.56866 0.0048458575 10228 3.29996 5.12077 0.0073623375 9248.1 6.41922 4.93605 0.0341941625 11031.4 4.84016 5.01408 0.041605672499999996
514 9437.6 178.84825 5.5709 0.0048389375 10247.2 3.29921 5.12184 0.00731994 9265.8 6.41866 4.93548 0.034206035 11051.8 4.83962 5.01353 0.0416599175
515 9454.6 178.8475 5.57314 0.00483277 10267.6 3.29846 5.1229 0.00727338 9283.5 6.4181 4.93492 0.03422347 11072 4.83908 5.01299 0.041709455
516 9471.4 178.84674 5.57537 0.0048272975 10286.4 3.29771 5.12397 0.0072223825 9301.5 6.41754 4.93436 0.03424457 11092 4.83854 5.01245 0.0417656125
517 9488 178.84599 5.5776 0.00482245 10306 3.29698 5.12504 0.0071667425 9318.9 6.41699 4.93379 0.034267975 11112.4 4.838 5.0119 0.041838932499999995
518 9505.4 178.84525 5.57983 0.004818164999999999 10324.8 3.29624 5.1261 0.007106309999999999 9336.7 6.41644 4.93323 0.034294195 11132.8 4.83746 5.01136 0.0419318275
519 9522.4 178.8445 5.58206 0.00481437 10344 3.29551 5.12716 0.00704101 9354.5 6.41588 4.93267 0.03432517 11153.4 4.83692 5.01081 0.042037750000000006
520 9539.9 178.84377 5.58431 0.00481051 10363.2 3.29479 5.12823 0.006970815 9372.1 6.41533 4.93211 0.03436252 11174.4 4.83638 5.01027 0.042143715
521 9558.3 178.84304 5.58655 0.0048063025 10382 3.29408 5.12928 0.0068957575 9390 6.41477 4.93156 0.034406295 11195 4.83583 5.00973 0.042235705000000005
522 9576.4 178.84231 5.58879 0.0048008325 10401.4 3.29338 5.13034 0.0068159349999999995 9407.7 6.41423 4.931 0.03445512 11215.2 4.83529 5.00919 0.04230678
523 9593.6 178.84157 5.59103 0.00479422 10420.4 3.29268 5.1314 0.0067315050000000005 9425.2 6.41368 4.93045 0.034506805 11235.8 4.83475 5.00864 0.042361249999999996
524 9611.2 178.84084 5.59326 0.00478761 10439.6 3.29198 5.13245 0.0066427050000000005 9443.2 6.41313 4.9299 0.0345590775 11256.4 4.8342 5.00809 0.0424090325
525 9629.1 178.84011 5.59548 0.0047811125 10458.8 3.2913 5.13351 0.006549855 9460.9 6.41258 4.92935 0.03461057 11276.4 4.83366 5.00754 0.042457125
526 9647 178.83939 5.59771 0.0047747025 10477.8 3.29064 5.13456 0.0064533975 9478.5 6.41203 4.92879 0.034660989999999996 11297 4.83311 5.00699 0.0425069975
527 9665.6 178.83866 5.59992 0.00476836 10497.6 3.28999 5.13562 0.0063539174999999995 9496.3 6.41149 4.92824 0.034710317500000004 11317 4.83256 5.00644 0.042554695000000003
528 9683.6 178.83794 5.60214 0.0047620675 10516.6 3.28935 5.13666 0.006252195 9514 6.41094 4.92769 0.034757985 11337.6 4.83202 5.0059 0.042591787500000006
529 9701.9 178.83723 5.60436 0.0047558075000000005 10536.2 3.28872 5.13772 0.0061492675 9531.9 6.41039 4.92713 0.03480282 11357.6 4.83147 5.00535 0.042610905000000004
530 9720.1 178.83651 5.60658 0.004749125 10555.4 3.28811 5.13878 0.0060464824999999995 9549.6 6.40984 4.92658 0.03484326 11378.2 4.83092 5.00478 0.042612905
531 9737.8 178.83579 5.6088 0.0047422375 10575.2 3.28753 5.13985 0.00594558 9567.2 6.40929 4.92603 0.0348772875 11398.4 4.83036 5.00423 0.0426072275
532 9754.4 178.83508 5.61101 0.00473525 10594.4 3.28696 5.14092 0.0058487475 9585.1 6.40875 4.92548 0.034902752499999995 11418.8 4.82981 5.00368 0.042604785
533 9771.4 178.83437 5.61323 0.0047281625 10613.4 3.28641 5.14201 0.005758675 9602.6 6.4082 4.92493 0.0349182875 11439.2 4.82926 5.00312 0.04261046
534 9788.2 178.83368 5.61544 0.0047209750000000005 10633 3.2859 5.1431 0.0056785625 9620.3 6.40765 4.92437 0.034924075 11459.8 4.8287 5.00256 0.042620665
535 9805.5 178.83297 5.61765 0.004713685 10652 3.28541 5.1442 0.0056108875 9638.1 6.4071 4.92382 0.0349219825 11480 4.82814 5.002 0.042625682500000005
536 9823.6 178.83227 5.61985 0.0047062975 10671.6 3.28495 5.1453 0.005534475 9655.8 6.40655 4.92326 0.034914810000000004 11500.2 4.82757 5.00144 0.0426138625
537 9840.6 178.83157 5.62205 0.0046985675000000005 10690.6 3.28451 5.1464 0.0054753625 9673.7 6.406 4.9227 0.034905055 11520.6 4.82701 5.00088 0.04257766
538 9857.8 178.83088 5.62426 0.0046901650000000005 10709.6 3.28409 5.14749 0.005443302499999999 9691.4 6.40546 4.92215 0.034894225 11540.8 4.82645 5.00032 0.0425178225
539 9876 178.83018 5.62645 0.0046818400000000005 10729.2 3.28371 5.14859 0.0054417575 9709 6.40491 4.92158 0.0348828875 11561.4 4.82589 4.99975 0.0424437175
540 9893.2 178.82949 5.62865 0.004673605 10748.2 3.28338 5.14967 0.0054729425 9726.9 6.40436 4.92103 0.03487104 11581.4 4.82533 4.99918 0.042368075
541 9910.4 178.8288 5.63085 0.00466547 10767.6 3.28306 5.15078 0.0055375425 9744.4 6.40381 4.92047 0.034858877499999996 11602.2 4.82476 4.99861 0.042298775
542 9928.5 178.82811 5.63303 0.0046574475 10786.8 3.2828 5.15189 0.0056346825 9761.9 6.40326 4.91992 0.034847209999999997 11622.2 4.82419 4.99805 0.042233919999999994
543 9946.8 178.82742 5.63523 0.004649305 10806.2 3.28256 5.15299 0.0057621 9779.9 6.40271 4.91935 0.034837215 11642.8 4.82362 4.99747 0.0421646025
544 9964.7 178.82675 5.63741 0.00463912 10825.4 3.28236 5.15409 0.0059166675 9797.5 6.40216 4.9188 0.03482985 11662.8 4.82305 4.99691 0.042082085
545 9982.8 178.82606 5.6396 0.00462918 10844.4 3.28219 5.15522 0.006080505 9815.2 6.40161 4.91823 0.034825135 11683.6 4.82248 4.99634 0.0419820075
546 10000.8 178.82539 5.64177 0.00461953 10863.8 3.28203 5.15641 0.0061833775 9832.8 6.40106 4.91768 0.034821807499999996 11703.8 4.82192 4.99576 0.0418691275
547 10018.3 178.8247 5.64395 0.0046102 10882.6 3.2818 5.15759 0.0062415925 9850.5 6.40051 4.91711 0.03481803 11724.8 4.82135 4.9952 0.04175159
548 10036.2 178.82403 5.64614 0.00460122 10902 3.28153 5.15876 0.0062893675 9868.4 6.39997 4.91656 0.0348125475 11744.8 4.82077 4.99463 0.041645255
549 10054.3 178.82336 5.64831 0.00459262 10921 3.28125 5.15993 0.0063377749999999995 9885.9 6.39942 4.916 0.034805165 11765.2 4.8202 4.99405 0.041563852500000005
550 10072.6 178.82269 5.65049 0.0045844125 10940 3.28097 5.1611 0.0063812025 9903.6 6.39887 4.91545 0.034796437500000006 11785.2 4.81964 4.99349 0.0415338325
551 10090.4 178.82202 5.65266 0.00457644 10959.4 3.28068 5.16228 0.00641392 9921.5 6.39833 4.91488 0.03478698 11806 4.81907 4.99292 0.0415821425
552 10108.6 178.82135 5.65485 0.0045653875 10978.2 3.28037 5.16345 0.006441567499999999 9939.1 6.39777 4.91433 0.034777205000000005 11826.2 4.81849 4.99234 0.0417653325
553 10126.2 178.82068 5.65703 0.0045547025000000005 10997.8 3.28006 5.16461 0.0064701425 9956.9 6.39722 4.91377 0.034767654999999995 11846.6 4.81793 4.99178 0.042124722499999996
554 10142.6 178.82002 5.65921 0.0045443175 11016.8 3.27975 5.16579 0.0064967275000000005 9974.5 6.39668 4.91321 0.034759347499999996 11866.6 4.81736 4.99122 0.042816785
555 10160 178.81935 5.66139 0.004534305 11036.2 3.27943 5.16696 0.0065192375 9992.3 6.39613 4.91265 0.034753570000000004 11887 4.8168 4.99065 0.043812267499999995
556 10176.4 178.8187 5.66357 0.0045247099999999995 11055.4 3.27911 5.16813 0.006540740000000001 10010.4 6.39559 4.91209 0.034751237500000004 11907.2 4.81623 4.99009 0.0454940325
557 10193.8 178.81803 5.66575 0.0045155675000000004 11074 3.27878 5.1693 0.0065588575 10027.9 6.39504 4.91153 0.034752215 11929.1 4.81567 4.98953 0.04384722
558 10210 178.81738 5.66792 0.004506904999999999 11093.6 3.27844 5.17047 0.00657522 10045.5 6.3945 4.91097 0.03475497 11950.3 4.81511 4.98897 0.04111855
559 10227.2 178.81673 5.67008 0.004498745 11112.6 3.2781 5.17163 0.006591105 10063.2 6.39395 4.91042 0.0347568325 11971.3 4.81455 4.98841 0.041154795
560 10244.6 178.81608 5.67225 0.0044911000000000005 11131.8 3.27776 5.1728 0.0066064925 10080.9 6.39339 4.90986 0.0347551025 11992.1 4.814 4.98786 0.0412358975
561 10261 178.81543 5.67441 0.0044839775 11151 3.27741 5.17397 0.00662113 10098.7 6.39285 4.90929 0.034748602499999996 12012.9 4.81346 4.98732 0.0413106175
562 10279.3 178.81478 5.67657 0.00447737 11169.8 3.27705 5.17513 0.00663427 10116.6 6.3923 4.90873 0.034738345000000004 12033.6 4.81292 4.98678 0.041439972500000005
563 10297.5 178.81413 5.67874 0.0044692675 11189.2 3.27669 5.1763 0.006645005000000001 10134.2 6.39176 4.90817 0.0347265375 12054.5 4.81238 4.98624 0.041564335
564 10315.8 178.81349 5.6809 0.004459897500000001 11208 3.27633 5.17747 0.0066547875 10152.1 6.39121 4.90761 0.03471491 12075.3 4.81185 4.98571 0.041678887500000004
565 10332.6 178.81285 5.68305 0.0044511525000000005 11227.4 3.27596 5.17863 0.00666327 10169.6 6.39066 4.90704 0.034704227500000004 12096.3 4.81132 4.98519 0.04178742
566 10350 178.8122 5.68522 0.0044430425 11246.2 3.27558 5.1798 0.0066707 10187.3 6.39012 4.90648 0.034695000000000004 12117 4.8108 4.98466 0.0418954475
567 10367.6 178.81157 5.68737 0.0044356075 11265.4 3.27519 5.18097 0.00667727 10205.3 6.38956 4.90591 0.034687957500000005 12137.9 4.81027 4.98414 0.042009282499999995
568 10384.2 178.81093 5.68952 0.0044288625 11284.6 3.27481 5.18213 0.0066830100000000005 10222.9 6.38901 4.90535 0.03468365 12158.7 4.80976 4.98363 0.0421309275
569 10401 178.81029 5.69166 0.004422805 11303.4 3.27443 5.1833 0.006687535 10240.8 6.38847 4.90478 0.03468161 12179.5 4.80925 4.98311 0.042258054999999996
570 10417.4 178.80966 5.69381 0.004417045 11323 3.27404 5.18447 0.00669068 10258.5 6.38792 4.90423 0.034680205 12200.3 4.80874 4.9826 0.042387867499999995
571 10434.4 178.80903 5.69597 0.00441147 11341.8 3.27364 5.18563 0.006692645 10276.5 6.38738 4.90367 0.0346776575 12221.2 4.80823 4.9821 0.042518957499999996
572 10451 178.8084 5.69812 0.004406075000000001 11361 3.27324 5.1868 0.00669377 10294.1 6.38683 4.90311 0.034673625 12242.2 4.80773 4.98159 0.0426498475
573 10467.8 178.80776 5.70027 0.00440085 11380.2 3.27284 5.18796 0.0066935625 10311.7 6.38629 4.90255 0.0346699325 12263 4.80722 4.98109 0.0427777175
574 10484.2 178.80714 5.70242 0.00439579 11399.4 3.27244 5.18913 0.00669202 10329.7 6.38574 4.90199 0.0346697525 12284 4.80672 4.9806 0.0428987475
575 10500.6 178.80651 5.70457 0.004390875000000001 11419.2 3.27203 5.19029 0.006689552499999999 10347.3 6.3852 4.90143 0.034675960000000006 12304.9 4.80623 4.9801 0.043009189999999996
576 10517.6 178.80589 5.7067 0.0043860975 11438.2 3.27162 5.19144 0.00668608 10365.1 6.38465 4.90087 0.034690065 12326 4.80574 4.9796 0.043106067500000005
577 10534 178.80527 5.70885 0.0043814399999999995 11457.8 3.27121 5.1926 0.0066816275000000005 10382.9 6.3841 4.90031 0.03471222 12346.9 4.80524 4.97911 0.0431882625
578 10551 178.80465 5.71098 0.004376887499999999 11476.8 3.2708 5.19375 0.00667623 10400.5 6.38356 4.89977 0.03474185 12367.9 4.80475 4.97862 0.043258992499999996
579 10567.8 178.80402 5.71311 0.00437242 11496.2 3.27039 5.19491 0.0066705424999999995 10418.8 6.38302 4.89921 0.0347780975 12388.8 4.80427 4.97813 0.043325247500000004
580 10584.2 178.80341 5.71525 0.004368014999999999 11515.6 3.26997 5.19608 0.0066644875 10437.5 6.38248 4.89865 0.034819735000000004 12409.8 4.80378 4.97764 0.0433908475
581 10601.2 178.80279 5.71738 0.00436366 11534.4 3.26956 5.19723 0.00665747 10455.8 6.38194 4.8981 0.0348646425 12430.7 4.80329 4.97716 0.0434518425
582 10618 178.80217 5.7195 0.00435933 11553.8 3.26914 5.19838 0.006650435 10474.6 6.3814 4.89755 0.03490976 12451.7 4.80281 4.97667 0.04350295
583 10635 178.80156 5.72162 0.004355005 11572.8 3.26873 5.19954 0.006643365 10494.3 6.38086 4.89699 0.03495186 12472.7 4.80232 4.97619 0.043546505000000006
584 10652 178.80094 5.72374 0.0043506625000000005 11592.2 3.26832 5.20069 0.0066361449999999995 10514.3 6.38032 4.89645 0.034988625 12493.6 4.80184 4.97571 0.043590674999999995
585 10669.4 178.80033 5.72586 0.0043462775000000006 11611.2 3.26791 5.20185 0.006628930000000001 10534.2 6.37979 4.89589 0.03501916 12514.5 4.80136 4.97522 0.043640122499999996
586 10686 178.79971 5.72797 0.0043418325 11630 3.26749 5.20299 0.0066219725 10555.5 6.37925 4.89533 0.035043954999999995 12535.6 4.80087 4.97474 0.0436924675
587 10703.4 178.79911 5.73009 0.0043372975 11649.4 3.26708 5.20413 0.006615137500000001 10574.7 6.37871 4.89478 0.035064332499999996 12556.5 4.80039 4.97426 0.043742552500000004
588 10721 178.79849 5.7322 0.0043326575 11668.2 3.26666 5.20527 0.0066085925000000005 10593.7 6.37817 4.89422 0.0350815325 12577.6 4.79991 4.97378 0.043786227500000004
589 10737.8 178.79788 5.7343 0.004327885 11687.6 3.26625 5.20639 0.00660275 10612 6.37762 4.89366 0.035095845 12598.5 4.79945 4.97332 0.043821782499999996
590 10756 178.79728 5.73641 0.0043229625 11706.4 3.26583 5.20751 0.006598032500000001 10630.7 6.37708 4.89311 0.0351065875 12619.6 4.79897 4.97284 0.0438510925
591 10773.6 178.79667 5.73851 0.0043178625 11725.2 3.26543 5.20862 0.006594775000000001 10651.6 6.37654 4.89255 0.035113035 12640.4 4.79849 4.97236 0.0438783575
592 10791.6 178.79606 5.74061 0.0043125724999999995 11744.8 3.26501 5.20973 0.0065927925 10671 6.376 4.892 0.035115625000000004 12661.5 4.79802 4.97189 0.043906097500000005
593 10809.4 178.79546 5.74271 0.004307067499999999 11763.6 3.26461 5.21084 0.0065921825 10689.7 6.37546 4.89143 0.03511625 12682.4 4.79755 4.97142 0.0439332925
594 10827.5 178.79486 5.74481 0.0043013325 11783 3.2642 5.21195 0.0065934075 10708.8 6.37491 4.89088 0.035117407499999996 12703.7 4.79708 4.97095 0.0439575825
595 10845.6 178.79426 5.7469 0.00429535 11802 3.2638 5.21305 0.0065966275000000005 10727.6 6.37437 4.89031 0.0351210525 12724.5 4.7966 4.97047 0.043977024999999996
596 10862.2 178.79365 5.74899 0.0042891000000000006 11820.8 3.2634 5.21416 0.0066016325 10746.4 6.37382 4.88976 0.0351279725 12745.7 4.79614 4.97001 0.043990112500000005
597 10879.2 178.79305 5.75107 0.004282577500000001 11840.2 3.263 5.21526 0.0066082175 10764.4 6.37329 4.88919 0.035137965 12766.6 4.79567 4.96954 0.0439968525
598 10896 178.79245 5.75316 0.0042757624999999995 11859 3.2626 5.21637 0.0066155175 10784.2 6.37274 4.88864 0.035150535 12787.8 4.7952 4.96908 0.0440000625
