iteration LSE_random_100000_gamma_time LSE_random_100000_gamma_objective LSE_random_100000_gamma_hpwl LSE_random_100000_gamma_euclidean_norm LSE_center_100000_gamma_time LSE_center_100000_gamma_objective LSE_center_100000_gamma_hpwl LSE_center_100000_gamma_euclidean_norm LSE_qp_100000_gamma_time LSE_qp_100000_gamma_objective LSE_qp_100000_gamma_hpwl LSE_qp_100000_gamma_euclidean_norm LSE_hpwl_100000_gamma_time LSE_hpwl_100000_gamma_objective LSE_hpwl_100000_gamma_hpwl LSE_hpwl_100000_gamma_euclidean_norm WA_random_100000_gamma_time WA_random_100000_gamma_objective WA_random_100000_gamma_hpwl WA_random_100000_gamma_euclidean_norm WA_center_100000_gamma_time WA_center_100000_gamma_objective WA_center_100000_gamma_hpwl WA_center_100000_gamma_euclidean_norm WA_qp_100000_gamma_time WA_qp_100000_gamma_objective WA_qp_100000_gamma_hpwl WA_qp_100000_gamma_euclidean_norm WA_hpwl_100000_gamma_time WA_hpwl_100000_gamma_objective WA_hpwl_100000_gamma_hpwl WA_hpwl_100000_gamma_euclidean_norm
835 14621.5 178.79568 11.33572 0.02391503 15144.900000000001 178.68243999999999 6.19874 0.00283151 14970.5 178.37071 7.70471 0.0005610575 44297.6 178.50398 6.35147 0.0018830825 15635.2 3.4431900000000004 10.55244 0.046550984999999996 16421.0 3.1909 5.44351 0.004056432499999999 17016.8 3.1607600000000002 7.1240499999999995 0.0036046225 50100.8 3.0217600000000004 5.43414 0.002695785
836 14637.400000000001 178.79480999999998 11.32408 0.023855835 15163.1 178.68209000000002 6.20044 0.0028263725 14987.599999999999 178.37069 7.704409999999999 0.0005600199999999999 44314.2 178.50381 6.353199999999999 0.00188031 15653.6 3.44196 10.54064 0.046440127500000004 16440.0 3.1907 5.4444 0.004043345 17036.7 3.16059 7.12341 0.0036045250000000004 50122.3 3.02164 5.43511 0.0026922699999999996
837 14653.4 178.79395 11.31245 0.0237968525 15180.900000000001 178.68171999999998 6.20214 0.0028213049999999996 15004.900000000001 178.37068 7.70411 0.00055899 44330.6 178.50363 6.3549299999999995 0.0018774449999999997 15672.0 3.44072 10.528849999999998 0.04632979 16459.8 3.19048 5.44528 0.0040298525 17057.0 3.16042 7.122770000000001 0.0036043225000000003 50143.9 3.02152 5.4360800000000005 0.0026887175
838 14670.099999999999 178.79308 11.300889999999999 0.023738099999999998 15199.4 178.68135999999998 6.20384 0.0028163175 15021.900000000001 178.37066 7.703810000000001 0.0005579675 44346.8 178.50345 6.35667 0.0018744899999999997 15690.0 3.43949 10.517109999999999 0.0462199825 16478.6 3.19026 5.44617 0.0040159950000000005 17077.5 3.1602500000000004 7.12214 0.003604015 50165.5 3.0214000000000003 5.43706 0.002685135
839 14686.0 178.79222 11.289370000000002 0.0236795825 15217.9 178.68101000000001 6.2055299999999995 0.0028114175000000003 15038.9 178.37063 7.703530000000001 0.0005569524999999999 44363.6 178.50329 6.3584 0.0018714349999999999 15708.8 3.43827 10.5054 0.0461106725 16498.0 3.1900500000000003 5.44705 0.0040018225 17098.5 3.16007 7.1215 0.0036035975000000002 50186.8 3.02128 5.4380299999999995 0.0026815325000000005
840 14702.599999999999 178.79136 11.27788 0.0236213075 15236.7 178.68065 6.20723 0.0028066075 15055.6 178.37062 7.7032300000000005 0.0005559475000000001 44379.8 178.50311 6.36012 0.00186829 15727.0 3.43705 10.49373 0.04600184 16517.2 3.1898400000000002 5.44794 0.0039873849999999995 17119.7 3.1599 7.12087 0.003603065 50208.3 3.0211699999999997 5.439 0.0026779200000000003
841 14718.8 178.79051 11.26642 0.0235632825 15255.2 178.68029 6.20891 0.002801895 15072.9 178.3706 7.70294 0.00055495 44395.8 178.50293 6.3618500000000004 0.0018650525 15745.6 3.43583 10.48209 0.04589345 16536.0 3.18963 5.44881 0.003972735 17140.1 3.1597299999999997 7.12023 0.00360242 50229.7 3.02104 5.43996 0.0026743025
842 14735.5 178.78967 11.25499 0.0235055175 15273.7 178.67994 6.21061 0.0027972824999999996 15090.5 178.37059 7.70265 0.0005539575 44412.6 178.50277 6.36358 0.00186172 15763.8 3.43462 10.47048 0.0457854775 16555.8 3.1894099999999996 5.44969 0.003957925 17160.5 3.1595500000000003 7.1196 0.0036016600000000005 50251.6 3.0209200000000003 5.44093 0.002670695
843 14752.0 178.78882 11.24359 0.0234480125 15292.7 178.67958 6.2123 0.002792775 15107.5 178.37057 7.7023600000000005 0.0005529724999999999 44428.8 178.50259 6.3652999999999995 0.0018583 15782.2 3.4334300000000004 10.45889 0.045677890000000006 16574.8 3.1892 5.45058 0.00394302 17180.7 3.15939 7.11896 0.0036007800000000005 50273.0 3.02081 5.4419 0.002667095
844 14768.8 178.78798 11.232230000000001 0.023390769999999998 15311.1 178.67923000000002 6.21399 0.00278837 15124.400000000001 178.37054999999998 7.702069999999999 0.0005520000000000001 44445.2 178.50242 6.36702 0.0018547924999999998 15801.0 3.43224 10.44737 0.0455706625 16594.0 3.18899 5.45146 0.0039280725 17201.0 3.15921 7.11833 0.0035997899999999994 50294.6 3.0206899999999997 5.44286 0.00266352
845 14785.4 178.78714000000002 11.22091 0.023333800000000002 15330.400000000001 178.67887000000002 6.21568 0.0027839625 15141.3 178.37052999999997 7.70178 0.0005510325000000001 44461.6 178.50225 6.36874 0.0018511925 15819.0 3.43104 10.435870000000001 0.0454637575 16613.2 3.18878 5.4523399999999995 0.003913155 17221.0 3.15904 7.1177 0.0035986825000000004 50315.899999999994 3.02058 5.44383 0.002659965
846 14801.599999999999 178.78631000000001 11.209620000000001 0.0232770975 15349.0 178.67852 6.217359999999999 0.0027793025 15157.599999999999 178.37051 7.7015 0.000550075 44477.8 178.50207999999998 6.37045 0.00184751 15837.8 3.4298599999999997 10.424430000000001 0.045357095 16632.2 3.1885699999999995 5.45322 0.003898325 17241.199999999997 3.15887 7.1170599999999995 0.0035974649999999998 50337.7 3.02045 5.44478 0.002656445
847 14818.2 178.78547 11.19838 0.023220667499999997 15367.1 178.67817 6.21905 0.0027747 15175.0 178.3705 7.70121 0.0005491200000000001 44494.4 178.50191 6.372170000000001 0.0018437425 15856.0 3.42868 10.41303 0.0452506 16652.0 3.1883600000000003 5.4541 0.0038836475 17261.7 3.1586999999999996 7.11643 0.0035961425 50359.2 3.02034 5.44575 0.0026529575000000002
848 14834.400000000001 178.78465 11.187159999999999 0.023164505 15385.099999999999 178.67781000000002 6.22073 0.0027701674999999998 15191.599999999999 178.37047 7.70093 0.0005481775 44510.8 178.50173999999998 6.37387 0.0018399 15874.2 3.42751 10.40162 0.045144327500000005 16671.0 3.1881500000000003 5.45498 0.003869185 17281.6 3.15852 7.1158 0.003594715 50380.8 3.02022 5.4467099999999995 0.0026495075
849 14850.2 178.78382 11.17599 0.0231086125 15403.1 178.67746 6.22241 0.0027657025000000003 15207.8 178.37046 7.70064 0.0005472399999999999 44526.8 178.50158 6.37559 0.0018359749999999999 15892.8 3.4263399999999997 10.39025 0.045038264999999994 16690.6 3.1879399999999998 5.4558599999999995 0.0038550025 17302.1 3.15835 7.11517 0.0035931925000000004 50402.2 3.02011 5.44766 0.0026461
850 14867.099999999999 178.78301 11.16489 0.0230529875 15422.0 178.67711 6.2241 0.002761305 15224.8 178.37044 7.70035 0.0005463075 44543.6 178.5014 6.3773 0.0018319800000000002 15910.8 3.4251700000000005 10.37889 0.0449323975 16709.8 3.1877299999999997 5.45674 0.0038411574999999997 17322.6 3.1581799999999998 7.11453 0.0035915775 50423.5 3.01999 5.44862 0.0026427300000000003
851 14883.7 178.78219 11.1538 0.0229976275 15440.4 178.67676 6.22578 0.002756985 15241.3 178.37043 7.70007 0.000545385 44559.6 178.50124 6.37901 0.00182791 15929.4 3.42401 10.36755 0.0448266725 16728.8 3.18753 5.45763 0.0038277100000000002 17343.0 3.15801 7.1139 0.003589875 50444.9 3.01988 5.449579999999999 0.0026394075
852 14899.7 178.78138 11.14274 0.0229425275 15458.6 178.67642 6.227460000000001 0.0027527399999999996 15258.3 178.37041 7.69979 0.0005444675 44575.8 178.50107 6.3807 0.0018237725 15947.6 3.42286 10.35622 0.0447210325 16748.6 3.1873199999999997 5.45851 0.00381471 17362.9 3.15784 7.11327 0.0035880975 50466.4 3.0197599999999998 5.4505300000000005 0.002636125
853 14916.099999999999 178.78057 11.1317 0.0228876875 15476.5 178.67606 6.22914 0.00274857 15275.1 178.37039 7.69951 0.000543555 44592.6 178.5009 6.38241 0.001819575 15966.2 3.42171 10.34491 0.0446155375 16767.6 3.1871099999999997 5.45939 0.003802215 17383.0 3.15766 7.11264 0.0035862474999999996 50488.3 3.01965 5.45148 0.0026328874999999997
854 14932.6 178.77976 11.12071 0.0228330975 15495.3 178.67572 6.23082 0.00274448 15292.2 178.37037 7.69923 0.0005426474999999999 44608.6 178.50073 6.38411 0.001815315 15984.4 3.4205699999999997 10.33363 0.0445101825 16787.2 3.18691 5.4602699999999995 0.003790265 17403.1 3.1574999999999998 7.11201 0.0035843324999999997 50510.0 3.01953 5.45243 0.0026296875
855 14949.2 178.77897000000002 11.109729999999999 0.022778755 15513.099999999999 178.67536 6.2325 0.002740465 15309.099999999999 178.37036 7.69895 0.0005417499999999999 44625.2 178.50056999999998 6.385809999999999 0.001811 16002.6 3.4194299999999997 10.32237 0.04440493 16806.4 3.1867 5.46115 0.00377891 17422.9 3.1573200000000003 7.11138 0.0035823675 50531.5 3.01942 5.45338 0.0026265274999999998
856 14965.8 178.77817 11.09876 0.0227246525 15532.0 178.67502000000002 6.234170000000001 0.00273653 15325.7 178.37034 7.69867 0.0005408524999999999 44641.4 178.50041 6.3875 0.0018066325 16021.2 3.4182900000000003 10.31111 0.044299769999999995 16825.8 3.1865 5.46203 0.0037681725000000004 17443.2 3.15716 7.11075 0.00358035 50552.8 3.0193 5.454330000000001 0.0026234
857 14982.4 178.77737000000002 11.08786 0.02267079 15550.8 178.67468 6.23586 0.0027326775000000004 15342.2 178.37033 7.69839 0.00053996 44657.6 178.50024000000002 6.38919 0.0018022175 16039.4 3.4171500000000004 10.29987 0.044194727499999996 16845.2 3.18629 5.46291 0.0037580925 17462.8 3.15698 7.11012 0.0035782949999999996 50574.2 3.01919 5.4552700000000005 0.0026203050000000003
858 14998.6 178.77658000000002 11.07698 0.0226171575 15569.7 178.67433 6.23753 0.0027289000000000002 15359.8 178.3703 7.698119999999999 0.000539075 44674.4 178.50007 6.39089 0.0017977625 16058.0 3.41603 10.28864 0.044089765 16864.2 3.18608 5.46378 0.00374869 17482.9 3.15681 7.10949 0.0035762100000000002 50595.5 3.01908 5.45622 0.0026172375
859 15015.3 178.7758 11.06617 0.0225637475 15587.900000000001 178.67398 6.23921 0.0027251975 15376.5 178.37029 7.697839999999999 0.0005381899999999999 44690.6 178.49990000000003 6.392580000000001 0.001793265 16076.2 3.4149000000000003 10.27746 0.043984894999999996 16883.8 3.1858899999999997 5.46466 0.0037399825 17502.8 3.15664 7.10886 0.0035741 50616.7 3.01896 5.45716 0.0026141899999999997
860 15032.0 178.77501 11.0554 0.022510557499999997 15606.5 178.67364 6.240869999999999 0.002721575 15393.1 178.37027 7.69756 0.0005373099999999999 44706.6 178.49974 6.394270000000001 0.0017887325 16094.0 3.41379 10.26631 0.0438799875 16902.8 3.1856799999999996 5.46554 0.00373198 17522.7 3.1564699999999997 7.108230000000001 0.0035719750000000002 50638.3 3.01885 5.45811 0.0026111575
861 15048.2 178.77423 11.04469 0.0224575825 15625.0 178.67329 6.24255 0.0027180274999999998 15410.1 178.37026 7.69729 0.0005364324999999999 44723.4 178.49958 6.39595 0.00178417 16112.8 3.41267 10.25517 0.0437751775 16922.0 3.18548 5.46641 0.0037246949999999997 17542.9 3.1563 7.1076 0.0035698400000000003 50659.5 3.0187500000000003 5.45904 0.0026081374999999997
862 15064.900000000001 178.77346 11.03401 0.0224048125 15643.7 178.67295000000001 6.24422 0.0027145525 15426.5 178.37024 7.697010000000001 0.000535555 44739.4 178.49942 6.3976299999999995 0.001779585 16130.8 3.41157 10.24403 0.043670467500000004 16941.0 3.18529 5.46729 0.0037181199999999997 17562.6 3.15613 7.10698 0.003567705 50680.9 3.01863 5.45998 0.0026051200000000003
863 15080.599999999999 178.77269 11.02337 0.022352245 15662.099999999999 178.67261000000002 6.24589 0.00271115 15443.599999999999 178.37022 7.69674 0.00053468 44756.0 178.49925 6.3993199999999995 0.001774975 16149.2 3.41046 10.23296 0.043565865 16959.8 3.18508 5.46816 0.00371225 17583.1 3.15596 7.106350000000001 0.0035655725 50702.0 3.0185199999999996 5.46092 0.0026020975
864 15096.7 178.77192 11.01278 0.022299875 15680.1 178.67227 6.24756 0.0027078125 15460.9 178.3702 7.69647 0.0005338075 44772.6 178.49909 6.401 0.0017703525 16167.2 3.4093600000000004 10.22193 0.0434613725 16979.4 3.18489 5.46904 0.00370707 17603.4 3.1557899999999997 7.10573 0.0035634449999999997 50723.5 3.01841 5.46186 0.002599065
865 15113.0 178.77115 11.00224 0.0222476975 15698.2 178.67193 6.24922 0.0027045399999999996 15477.0 178.37018999999998 7.6962 0.0005329375 44788.8 178.49894 6.4026700000000005 0.0017657150000000002 16185.2 3.40826 10.21094 0.0433570025 16998.2 3.18468 5.4699100000000005 0.00370257 17623.7 3.1556100000000002 7.1051 0.0035613349999999997 50744.399999999994 3.01829 5.4628 0.002596015
866 15129.599999999999 178.77039000000002 10.99173 0.022195709999999997 15716.0 178.67158999999998 6.25089 0.00270133 15493.8 178.37017 7.695930000000001 0.0005320675000000001 44805.6 178.49878 6.40435 0.0017610725 16204.2 3.40716 10.2 0.043252775 17017.4 3.18449 5.47079 0.003698725 17643.6 3.15545 7.104480000000001 0.0035592375 50765.9 3.01818 5.46372 0.0025929375
867 15146.2 178.76963 10.98127 0.022143904999999995 15733.900000000001 178.67125 6.25256 0.0026981774999999997 15511.099999999999 178.37016 7.69566 0.0005311949999999999 44822.0 178.49860999999999 6.4060299999999994 0.001756425 16222.2 3.40607 10.18908 0.0431486725 17036.4 3.1842900000000003 5.47166 0.0036955075 17663.4 3.15528 7.1038499999999996 0.00355716 50787.2 3.01808 5.46466 0.00258983
868 15162.400000000001 178.76887 10.97088 0.0220922825 15752.0 178.67091 6.25422 0.0026950775 15527.7 178.37013000000002 7.69539 0.000530325 44838.0 178.49845 6.4076900000000006 0.0017517775 16240.6 3.40499 10.17823 0.0430446375 17055.2 3.1840900000000003 5.47254 0.0036928925000000003 17683.6 3.15511 7.1032399999999996 0.0035551 50808.4 3.01797 5.465590000000001 0.00258668
869 15178.8 178.76811 10.96055 0.0220408325 15770.7 178.67058 6.255879999999999 0.0026920275000000002 15545.0 178.37012 7.695119999999999 0.000529455 44854.8 178.49829 6.4093599999999995 0.001747135 16258.8 3.4039099999999998 10.1674 0.0429407975 17074.6 3.1839000000000004 5.47342 0.0036908450000000003 17703.800000000003 3.15494 7.10261 0.003553065 50829.5 3.01785 5.46652 0.0025834825
870 15195.2 178.76737 10.95028 0.0219895625 15788.3 178.67024 6.25755 0.0026890225000000003 15562.7 178.3701 7.694850000000001 0.0005285800000000001 44871.0 178.49813999999998 6.411020000000001 0.0017425049999999999 16277.0 3.4028300000000002 10.15661 0.0428371775 17093.4 3.1837 5.4743 0.0036893324999999998 17724.3 3.15477 7.101979999999999 0.003551045 50850.7 3.01774 5.46745 0.0025802325
871 15212.0 178.76662 10.94008 0.021938465 15805.8 178.66989999999998 6.2592099999999995 0.0026860575 15580.599999999999 178.37009 7.69459 0.0005277075 44887.0 178.49797999999998 6.41269 0.0017378874999999998 16295.4 3.40176 10.145859999999999 0.0427338025 17113.0 3.1835 5.47518 0.003688315 17744.5 3.1546000000000003 7.101369999999999 0.003549045 50872.2 3.01764 5.46838 0.0025769200000000003
872 15228.5 178.76587999999998 10.92993 0.021887537500000002 15823.8 178.66956 6.26086 0.0026831274999999997 15597.7 178.37007 7.69433 0.0005268325 44903.8 178.49782 6.414350000000001 0.0017332900000000002 16313.4 3.4007000000000005 10.13512 0.0426306975 17131.8 3.18331 5.47606 0.0036877525 17764.9 3.15442 7.10074 0.0035470600000000003 50893.3 3.0175300000000003 5.4693000000000005 0.0025735374999999996
873 15244.8 178.76513 10.919789999999999 0.0218367825 15841.5 178.66923 6.26252 0.00268023 15615.1 178.37005 7.69407 0.000525955 44920.0 178.49767 6.41602 0.0017287150000000002 16331.8 3.39963 10.124400000000001 0.0425278875 17151.0 3.1831199999999997 5.47694 0.0036876125 17784.8 3.15426 7.10012 0.0035450875 50914.7 3.0174200000000004 5.47023 0.0025700799999999998
874 15261.099999999999 178.7644 10.90969 0.021786194999999998 15859.5 178.66889 6.26418 0.0026773549999999998 15632.2 178.37002999999999 7.6938 0.000525075 44936.4 178.4975 6.41767 0.0017241675000000001 16350.0 3.39858 10.11372 0.0424253975 17170.2 3.18293 5.47781 0.00368785 17804.8 3.15409 7.09951 0.00354312 50935.899999999994 3.01731 5.47116 0.00256654
875 15276.8 178.76366000000002 10.89968 0.021735775 15877.2 178.66856 6.265840000000001 0.0026745000000000002 15649.4 178.37002 7.693530000000001 0.000524195 44952.8 178.49734 6.41933 0.0017196525 16368.2 3.39752 10.10308 0.042323257499999996 17189.0 3.1827199999999998 5.47869 0.0036884225 17825.2 3.1539200000000003 7.09888 0.0035411575000000002 50957.4 3.0172000000000003 5.47208 0.0025629099999999994
876 15292.900000000001 178.76292999999998 10.88975 0.021685524999999997 15895.8 178.66823 6.2675 0.0026716625 15667.2 178.37001 7.69327 0.00052331 44969.0 178.49719 6.42098 0.00171517 16386.4 3.3964800000000004 10.09249 0.0422214875 17208.6 3.18253 5.479559999999999 0.0036892899999999996 17845.6 3.15375 7.09827 0.0035391875000000002 50978.7 3.0170899999999996 5.473 0.0025591875000000003
877 15309.2 178.7622 10.87988 0.021635447500000002 15913.0 178.66789 6.26915 0.0026688349999999996 15684.599999999999 178.36999 7.69301 0.0005224250000000001 44985.6 178.49703 6.42263 0.0017107300000000001 16404.2 3.39543 10.08191 0.0421201125 17227.4 3.18234 5.48044 0.003690415 17866.2 3.15359 7.09766 0.00353721 51000.2 3.01699 5.47392 0.00255537
878 15325.8 178.76148 10.870049999999999 0.02158554 15931.7 178.66755999999998 6.27081 0.002666015 15700.9 178.36997 7.69275 0.0005215349999999999 45001.8 178.49688 6.4242799999999995 0.0017063324999999998 16422.9 3.39439 10.07136 0.04201916 17246.6 3.18215 5.48132 0.0036917524999999997 17886.4 3.15341 7.09703 0.0035352099999999996 51021.399999999994 3.01688 5.47484 0.0025514475000000003
879 15342.6 178.76075 10.86027 0.021535804999999998 15949.9 178.66723000000002 6.27247 0.002663195 15718.1 178.36995000000002 7.6925 0.0005206425 45018.0 178.49673 6.425929999999999 0.0017019825000000003 16440.8 3.39336 10.06085 0.041918645 17265.6 3.18196 5.482189999999999 0.0036932625000000003 17906.9 3.15325 7.09642 0.003533185 51042.7 3.01678 5.47576 0.0025474175
880 15359.0 178.76003 10.850539999999999 0.0214862375 15967.8 178.6669 6.27412 0.0026603675 15735.2 178.36993999999999 7.69224 0.0005197475 45034.6 178.49657 6.42757 0.0016976850000000002 16459.2 3.39234 10.0504 0.0418185925 17284.6 3.18177 5.48307 0.0036949024999999996 17926.8 3.15307 7.0958000000000006 0.0035311250000000004 51063.7 3.01667 5.47668 0.00254328
881 15375.5 178.75931 10.84087 0.021436845 15985.900000000001 178.66656999999998 6.27577 0.002657535 15751.7 178.36992 7.691979999999999 0.0005188524999999999 45050.8 178.49642 6.4292 0.001693445 16477.4 3.39132 10.03999 0.041719015 17304.2 3.18159 5.4839400000000005 0.00369664 17947.4 3.15291 7.09518 0.0035290250000000003 51085.100000000006 3.01656 5.4776 0.0025390249999999994
882 15392.4 178.75861 10.83128 0.021387625 16004.1 178.66624000000002 6.277419999999999 0.0026546850000000004 15768.7 178.36991 7.69173 0.0005179525000000001 45066.8 178.49627 6.4308499999999995 0.0016892649999999997 16495.4 3.3903 10.029620000000001 0.041619937499999995 17323.0 3.1813900000000004 5.4848099999999995 0.003698435 17967.9 3.15274 7.094570000000001 0.0035268699999999997 51106.8 3.01645 5.47851 0.00253466
883 15409.3 178.75789 10.821729999999999 0.021338587500000002 16022.400000000001 178.66591 6.27907 0.0026518175 15785.8 178.3699 7.691470000000001 0.0005170475 45083.6 178.49611 6.43249 0.00168515 16514.0 3.38929 10.019309999999999 0.041521369999999995 17342.4 3.1812 5.48568 0.0037002474999999996 17988.199999999997 3.15257 7.0939499999999995 0.0035246575 51127.9 3.01634 5.479430000000001 0.002530175
884 15426.0 178.75718 10.81222 0.0212897275 16040.3 178.66557999999998 6.28072 0.0026489250000000003 15803.0 178.36987 7.69121 0.0005161425 45099.8 178.49596 6.43412 0.001681105 16532.0 3.38828 10.00906 0.041423325 17361.4 3.18101 5.48656 0.0037020425 18008.8 3.1524 7.0933399999999995 0.0035223725000000003 51149.600000000006 3.0162400000000003 5.48035 0.002525575
885 15442.4 178.75648 10.80276 0.021241047500000002 16058.7 178.66525000000001 6.28237 0.0026460075 15820.4 178.36986000000002 7.69096 0.0005152325 45116.2 178.49581999999998 6.43574 0.0016771275 16550.6 3.38727 9.99886 0.041325812499999996 17380.4 3.1808199999999998 5.48743 0.003703785 18029.1 3.1522400000000004 7.09272 0.0035200125 51171.0 3.0161300000000004 5.48126 0.0025208574999999998
886 15459.3 178.75578000000002 10.79336 0.021192545 16075.8 178.66493 6.28401 0.0026430575 15837.9 178.36984 7.69071 0.00051432 45132.6 178.49567000000002 6.43738 0.0016732300000000002 16569.0 3.38628 9.9887 0.041228845 17400.0 3.18063 5.48829 0.00370544 18049.6 3.15206 7.09211 0.0035175700000000002 51192.3 3.0160299999999998 5.48217 0.0025160225
887 15475.900000000001 178.75507 10.78398 0.021144222499999997 16093.6 178.6646 6.28566 0.0026400699999999996 15855.0 178.36982999999998 7.69045 0.0005134075 45148.8 178.49552 6.439 0.0016694149999999998 16587.0 3.38529 9.97863 0.04113242 17419.0 3.18044 5.48916 0.003706975 18069.9 3.1519 7.0915 0.0035150349999999997 51213.4 3.01592 5.48309 0.0025110725
888 15492.8 178.75438000000003 10.77465 0.02109608 16111.0 178.66427 6.28732 0.0026370425 15872.7 178.36982 7.690199999999999 0.00051249 45165.4 178.49536999999998 6.4406300000000005 0.0016656824999999999 16605.6 3.3843 9.96863 0.0410364875 17438.8 3.18025 5.49003 0.0037083575 18090.5 3.1517299999999997 7.09089 0.0035123975 51234.5 3.0158199999999997 5.484 0.0025060075
889 15510.0 178.75367999999997 10.765329999999999 0.021048115 16128.9 178.66394 6.288959999999999 0.0026339749999999998 15889.900000000001 178.36979 7.68995 0.0005115725 45181.6 178.49522000000002 6.44225 0.0016620425 16623.6 3.38332 9.95868 0.040941055 17458.4 3.1800699999999997 5.4909 0.0037095574999999998 18110.7 3.15156 7.09028 0.00350966 51255.3 3.01571 5.48491 0.0025008350000000003
890 15526.0 178.75299 10.75602 0.021000327500000002 16146.7 178.66363 6.2905999999999995 0.0026307599999999998 15906.6 178.36978 7.6897 0.0005106525 45197.8 178.49507 6.44387 0.0016584949999999998 16642.2 3.38235 9.94878 0.040846175000000005 17478.0 3.17988 5.49177 0.0037105425 18131.0 3.1514 7.08967 0.0035068125 51276.3 3.01561 5.485810000000001 0.0024955525
891 15542.6 178.7523 10.746749999999999 0.020952715 16164.5 178.6633 6.292249999999999 0.0026274224999999997 15923.900000000001 178.36975999999999 7.689450000000001 0.0005097325 45214.5 178.49491999999998 6.44548 0.001655045 16660.4 3.38138 9.93892 0.040751840000000004 17497.2 3.17969 5.49263 0.0037112875 18151.3 3.15123 7.08906 0.0035038525 51297.7 3.01551 5.48672 0.0024901675
892 15558.5 178.75161 10.7375 0.0209052525 16183.2 178.66298 6.293889999999999 0.0026240575 15940.9 178.36975 7.689209999999999 0.00050881 45230.6 178.49478 6.447089999999999 0.0016516925 16678.6 3.38041 9.92907 0.040658045000000004 17516.2 3.1795 5.493510000000001 0.00371176 18171.3 3.15107 7.08845 0.0035007775 51318.600000000006 3.0154 5.487629999999999 0.0024846825
893 15575.0 178.75093 10.72825 0.0208579875 16201.3 178.66264999999999 6.29553 0.0026206625 15958.5 178.36973999999998 7.68896 0.0005078849999999999 45246.8 178.49463 6.4487000000000005 0.0016484475 16697.0 3.3794500000000003 9.91926 0.0405646875 17536.0 3.17931 5.49437 0.0037119325 18191.8 3.1509 7.08784 0.003497585 51339.7 3.01531 5.48854 0.002479105
894 15591.900000000001 178.75024 10.71904 0.020810902500000002 16219.1 178.66233 6.2971699999999995 0.0026171875 15975.900000000001 178.36971 7.68871 0.00050696 45263.6 178.49448999999998 6.45031 0.0016453124999999999 16715.0 3.37849 9.909510000000001 0.040471845 17555.0 3.17912 5.495229999999999 0.0037117775 18212.0 3.1507300000000003 7.0872399999999995 0.0034942725000000003 51360.6 3.0152 5.48944 0.0024734375000000004
895 15608.099999999999 178.74956 10.709859999999999 0.0207639425 16237.099999999999 178.662 6.2988 0.0026136675000000002 15993.0 178.36970000000002 7.68846 0.0005060375 45279.6 178.49434000000002 6.451919999999999 0.00164229 16733.6 3.3775399999999998 9.89974 0.0403795175 17574.6 3.17894 5.496090000000001 0.0037112775 18232.3 3.15057 7.08664 0.0034908475000000002 51381.7 3.0151 5.49034 0.0024676925000000002
896 15624.7 178.74887999999999 10.70072 0.020717145000000003 16255.0 178.66168 6.30044 0.0026101175 16009.5 178.36969 7.68822 0.0005051125000000001 45296.2 178.49419 6.453519999999999 0.001639385 16751.6 3.37659 9.89002 0.0402876925 17593.8 3.17875 5.49696 0.0037103675 18252.4 3.1504 7.08603 0.003487305 51402.7 3.0149999999999997 5.49125 0.0024618675
897 15641.0 178.74821 10.69159 0.0206705075 16272.900000000001 178.66136999999998 6.30208 0.002606535 16026.1 178.36966999999999 7.68797 0.0005041900000000001 45312.6 178.49406 6.45512 0.0016366 16770.0 3.3756500000000003 9.88035 0.040196357499999995 17612.8 3.17856 5.49782 0.0037089350000000004 18272.4 3.15024 7.08542 0.0034836525 51423.4 3.01489 5.49214 0.0024559775000000004
898 15657.4 178.74752999999998 10.68251 0.020624029999999998 16290.5 178.66105 6.30371 0.002602925 16042.900000000001 178.36966 7.68773 0.0005032649999999999 45328.8 178.49391 6.456720000000001 0.0016339375 16788.2 3.37472 9.870750000000001 0.0401055025 17632.6 3.1783799999999998 5.49868 0.00370709 18292.8 3.15008 7.08483 0.0034798949999999998 51444.2 3.01479 5.49305 0.0024500275
899 15674.0 178.74686 10.67348 0.020577685000000002 16308.7 178.66072 6.305350000000001 0.0025992825000000002 16059.400000000001 178.36964 7.68749 0.000502345 45345.6 178.49376 6.45831 0.0016313999999999999 16806.2 3.37379 9.861180000000001 0.0400151075 17651.4 3.17819 5.49954 0.0037048174999999997 18312.9 3.14991 7.08422 0.0034760399999999997 51465.3 3.01469 5.49394 0.00244403
900 15690.2 178.7462 10.66444 0.02053144 16327.3 178.66039999999998 6.30698 0.0025956075 16076.4 178.36962 7.68724 0.0005014225 45362.0 178.49363 6.45991 0.0016289975 16824.8 3.37286 9.85163 0.03992516 17671.0 3.1780099999999996 5.500400000000001 0.003702105 18333.2 3.14975 7.08362 0.0034720924999999997 51486.899999999994 3.01459 5.49485 0.0024379849999999997
901 15707.2 178.74552 10.65544 0.0204853275 16346.0 178.66008 6.30861 0.0025919050000000003 16092.8 178.36961000000002 7.687 0.0005005049999999999 45378.0 178.49349 6.4615 0.0016267249999999999 16842.8 3.3719399999999995 9.842130000000001 0.0398356475 17689.8 3.1778199999999996 5.50126 0.0036989400000000004 18353.300000000003 3.1495900000000003 7.08303 0.0034680625000000002 51508.2 3.01449 5.49574 0.0024319075000000002
